,메뉴이름,계란류,우유,메밀,땅콩,대두,밀,고등어,게,새우,돼지고기,복숭아,토마토,아황산류,호두,닭고기,쇠고기,오징어,조개류,잣,열량,기준양,기준열량,탄수화물,지방,단백질,나트륨,콜레스트롤
1495,파프리카쌈장,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,21.07kcal,100 g,178,32,2,8,"2,550",--
1496,북어채계란국,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55.72kcal,100 grams,54,2,2,4,283,124
1497,굴탕수,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,472.27kcal,1 컵,0,-,-,-,37,--
1498,부추잡채,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,327.5kcal,150 g,270,11,14,21,254,64
1499,매실피클무침,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,95.71kcal,0.333333 봉지(30g),135,22,4,3,240,--
1500,구운계란장조림,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,24.7kcal,3 개,116,3,6,10,567,89
1501,우엉오징어조림,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,133.84kcal,100 g,88,21,-,2,240,--
1502,닭튀김마늘소스,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,353.13kcal,1 인분,672,97,21,23,965,--
1503,생선살탕수,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,488.2kcal,100 g,70,16,-,2,6,--
1504,오리들깨탕,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,279.8kcal,1 unit,575,30,33,33,--,--
1505,해물스파게티,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,763.81kcal,500 g,917,86,49,30,"1,323",210
1506,감자구이,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.75kcal,1 bag,290,29,19,1,--,--
1507,명태콩나물찜,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,115.56kcal,200 g,50,4,-,8,80,--
1508,버섯들깨무침,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.94kcal,150 g,123,17,5,3,31,--
1509,마카로니마요무침,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,72.74kcal,30 g,145,21,5,3,135,--
1510,소떡소떡,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,645.28,1 봉지,270,45,2,18,--,--
1511,구운계란,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70.08,1 개,55,1,3,5,45,66
1512,즉석자장소스,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,415.8,220 g,276,26,14,12,961,21
1513,브로콜리게맛살튀김,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,350.23,5 개,90,4,-,3,--,--
1514,토마토슬라이스,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,7.13,190 ml,55,13,-,2,50,--
1515,순살닭고기고구마조림,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,306.59,200 g,128,6,8,8,477,18
1516,딸기쨈,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63.5,1 숟가락,50,12,-,-,2,--
1517,매운돼지갈비고구마조림,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,350.19,181 g,274,17,14,20,--,--
1518,쌈무깻잎쌈장,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,74.45,100 g,178,32,2,8,"2,550",--
1519,고추참치야채볶음,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,223.63,2 TBSP,100,-,-,-,--,--
1520,세절형김,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.15,1 pack,30,1,2,1,55,--
1521,김말이튀김,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,612.51,100 g,250,32,12,2,392,1
1522,쇠고기꽈리고추조림,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,133.01,1 pack,180,28,1,15,"1,770",50
1523,양배추국,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,34.39,120 g (1 대접),50,4,2,3,429,5
1524,상추깻잎청경채쌈무,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,55,10 장,30,-,-,-,--,--
1525,돼지삼겹야채볶음,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,492.66,1 소접시,90,-,-,-,--,--
1526,새우살배추된장국,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,87.81,119 g/1 individual bowl,65,-,-,-,--,--
1527,닭고기마늘강정,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,655.99,0.5 컵 요리,60,12,-,1,20,--
1528,대패삼겹숙주덮밥,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,675.52,300 g,540,82,17,15,--,--
1529,오징어링튀김,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,349.76,135 ml,230,27,12,3,--,10
1530,호박된장국,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,46.79,250 g,120,11,1,7,"1,173",--
1531,미트볼야채볶음,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,292.41,1 소접시,90,-,-,-,--,--
1532,닭순살간장통마늘볶음,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,273.16,150 g,235,6,7,38,"1,090",400
1533,김치볶음,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89.63,95 grams,116,3,9,4,--,--
1534,새우순살짬뽕찌개,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,1,0,255.27,1 봉지,520,77,18,12,"1,260",--
1535,오곡밥,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,413.5,210 g,305,69,-,6,260,--
1536,파프리카오이초무침,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.69,100 g,14,3,-,1,6,--
1537,닭순살부추비빔밥,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,689.8,1 대접,599,92,13,26,492,55
1538,꼬리곰탕형,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,373.62,700 g,765,4,37,102,765,251
1539,고추양파된장무침,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,61.33,1 개,36,8,-,1,2,--
1540,고구마조림,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,90.84,1 개 (길이 13cm),112,26,-,2,72,--
1541,꽁치무조림,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,212.07,1 개 (180g),230,36,8,3,150,40
1542,파프리카멸치볶음,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,146.23,1 dish,114,-,-,17,240,--
1543,돼지고기고구마조림,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,632.25,200 g,128,6,8,8,477,18
1544,리얼브런치,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1176.03,1 컵,175,13,12,4,150,5
1545,미역계란국,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43.78,100 grams,54,2,2,4,283,124
1546,게맛살오이초무침,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78.59,100 ml,65,4,4,3,50,15
1547,전복버섯조림,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,61.17,100 g,108,21,-,5,753,19
1548,한우불고기비빔밥,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,283.1,100 g,85,9,2,6,510,75
1549,순대국밥,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,390,1 bowl,488,92,6,13,--,--
1550,용가리치킨,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,757.01,100 g,330,31,17,13,490,12
1551,요거트푸딩,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113.4,100 g,105,23,1,-,90,--
1552,즉석카레소스,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,250.8,1 봉지,220,21,11,8,687,13
1553,양파풋고추쌈,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,62.68,1 개,36,8,-,1,2,--
1554,새우튀김케첩볶음,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,361.73,100 g (약 3개),301,26,17,9,555,60
1555,쇠고기야채조림,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,112.58,1 그릇,340,68,3,10,"1,020",5
1556,피망생선묵볶음,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,189.73,0.5 작은접시,88,10,3,5,526,--
1557,매운닭고기고구마조림,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,392.97,315 g,363,50,7,23,790,120
1558,훈제오리덮밥,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,364.1,1 인분,155,6,11,8,200,65
1559,단호박부꾸미,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,508.41,100 g,66,18,-,1,3,--
1560,컨츄리소시지,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,256.6,70 g,182,5,14,10,460,12
1561,닭순살매운볶음,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,286.82,100 g,124,8,5,9,578,89
1562,무말랭이무침,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30 g,40,8,-,-,384,--
1563,명이나물,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.1,60 g,40,-,-,1,--,--
1564,돼지고기당면찌개,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,151.7,1 컵,289,37,8,16,106,10
1565,무조림,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,34.43,1 그릇,18,3,-,1,631,--
1566,치커리사과무침,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,55.55,200 g,738,169,-,14,350,--
1567,투움바파스타,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,304.81,242 g,370,66,6,13,580,580
1568,핫크리스피핫도그,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,190,1 개,250,29,12,6,360,15
1569,연근샐러드,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104.17,200 g,261,21,15,11,385,13
1570,쌈채소,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,38.51,1 팩,110,8,6,6,210,--
1571,설렁탕,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,351.26,500 g,168,8,9,15,"1,141",53
1572,갓돈찌개,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,132.74,1 팩,345,27,16,23,860,--
1573,두부두루치기,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,245.06,238 gram,370,-,-,-,--,--
1574,우동국,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,1 콘,250,32,12,3,80,30
1575,새우볶음,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,42.5,1 팩,105,11,5,4,140,--
1576,상추치커리무침,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,18.68,200 g,738,169,-,14,350,--
1577,어묵핫바,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,70 g,99,12,1,8,399,--
1578,고추마요치킨,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,672.63,1 pack (370 g),263,41,1,21,350,35
1579,푸실리샐러드,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,163.71,101 g,79,14,1,1,340,--
1580,전복소갈비찜,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,504,1 개,145,24,4,2,37,--
1581,빵케이크,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,66.5,1 gae,346,50,14,5,190,100
1582,쇠고기된장찌개,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,85.52,1 pack,180,28,1,15,"1,770",50
1583,어채볶음,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42.5,1 set,125,11,6,9,460,5
1584,오렌지,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,120 g,510,82,16,9,"1,690",--
1585,셀프주먹밥,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,527.52,1 개,150,23,1,9,--,--
1586,코다리꽈리고추조림,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,140.96,2 개,215,27,10,5,120,115
1587,쇠고기두부탕국,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,50.96,1 봉,75,2,4,6,830,20
1588,동그랑땡구이,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,72.08,1 인분,315,57,3,13,--,--
1589,고등어순살김치조림,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,182.25,200 g,144,8,5,14,699,30
1590,게맛살과일샐러드,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,146.64,135 g,384,43,18,12,"1,174",13
1591,돼지고기생야채비빔밥,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,848.25,1 g,257,39,6,11,--,402
1592,쇠고기불낙볶음,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,253.12,165 g,190,6,10,18,666,148
1593,차돌박이야채덮밥,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1058.91,100 g,137,-,5,22,76,49
1594,진미채볶음,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,15,100 g,123,23,1,6,1,--
1595,바베큐폭립,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,137,1 bar,150,36,-,1,--,--
1596,양송이스프,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110.75,200 g,185,15,11,6,500,30
1597,튀김닭꼬치,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,417.96,1 개,139,-,24,12,--,--
1598,치즈케이크,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,275,80 g,300,43,13,5,160,90
1599,군만두튀김,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110.51,1 piece,65,10,-,7,580,--
1600,매콤갑오징어볶음,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,218.71,360 g,100,8,4,7,400,60
1601,장조림버터비빔밥,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,677.47,216 g,335,60,6,10,--,--
1602,오삼불고기덮밥,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,871.89,1 份,340,77,9,12,--,--
1603,모듬콩조림,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,216.8,20 g (1/3 작은접시),54,7,-,3,213,--
1604,불낙비빔밥,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,751.94,1 대접,599,92,13,26,492,55
1605,버터롤,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,152.88,100 g,730,-,80,-,420,230
1606,고구마츄,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,165,60 g,160,40,-,2,25,--
1607,비빔막국수,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,355.01kcal,190 gram,355,71,3,10,"1,240",--
1608,하루견과,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,150kcal,1 pack (300g),145,11,2,19,140,--
1609,에그마요샌드위치,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,699.56,1 pack,235,36,7,-,489,31
1610,롤피자스틱,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,230,80 g,195,34,3,7,220,10
1611,도토리묵사발,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.13,100 g,151,28,2,4,262,--
1612,치즈스틱,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,338.76,25 그램,30,3,-,2,180,--
1613,콘샐러드,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104,100 g,150,22,5,3,270,5
1614,육포,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28 克,85,10,1,9,330,30
1615,츄러스,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,280.12,100 g,395,82,6,3,710,45
1616,땅콩조림,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,464,1 dish,348,13,28,13,303,--
1617,냉파스타샐러드,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,408,1 개,333,29,18,12,3,--
1618,떡갈비덮밥,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1032.74,1 container,355,67,5,10,--,--
1619,버섯장조림,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,48.97,100 g,108,21,-,5,753,19
1620,소고기죽,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,249.11kcal,1 개,155,28,2,6,--,10
1621,치즈,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47.2kcal,1 piece,53,-,3,5,58,--
1622,함박스테이크덮밥,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1119.6kcal,1 개,283,53,4,9,285,44
1623,느타리버섯배추국,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52.9kcal,25 g,125,16,6,2,--,--
1624,순대야채볶음,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,345.09kcal,1 dish,463,48,25,11,"1,304",52
1625,아이스모찌,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,125.1kcal,105 g,371,36,23,5,230,95
1626,닭한마리,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,320.06kcal,1 봉,900,36,36,90,"1,350",675
1627,양배추부추무침,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43.08kcal,200 g,144,9,8,9,"1,668",33
1628,리얼스트로베리,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100kcal,1 컵,355,55,13,5,208,--
1629,의성마늘후랑크,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200kcal,30 g,85,2,7,4,210,15
1630,식탁김,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.9kcal,5 g,25,1,1,-,35,--
1631,상추깻잎청경채무말랭이무침,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,84.99kcal,30 g,40,8,-,-,384,--
1632,미나리골뱅이무침,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,127.26kcal,75 g,29,5,-,1,246,--
1633,매운돼지갈비미나리찜,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,424.88kcal,181 g,274,17,14,20,--,--
1634,훈제바베큐닭다리,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,94.42kcal,130 g,251,1,3,31,994,--
1635,한뿌리 홍삼정,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9kcal,1 갑 (32g),175,17,10,4,50,5
1636,리얼키위,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121.6kcal,1 팩,45,9,-,1,20,--
1637,낙지부추비빔밥,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,610.3kcal,1 봉지,335,61,5,11,440,60
1638,맥스봉숯불구이맛 핫바,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,176.4kcal,70 g,170,12,9,10,650,25
1639,떡갈비구이,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,107.25kcal,2 pieces,105,6,7,4,180,--
1640,스팸부대찌개,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,310kcal,167 g,206,35,2,8,--,--
1641,고추튀김,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,581.01kcal,20 g,67,16,-,-,2,--
1642,유산균음료,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,135kcal,130 ml,120,26,1,3,35,--
1643,즉석어묵탕,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140kcal,50 g,75,10,1,6,280,--
1644,장어튀김,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,798.21kcal,80 g,240,2,16,18,--,--
1645,상추깻잎청경채명이나물,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,54.09kcal,70 g,60,8,1,4,790,--
1646,감자말이새우튀김,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,702.61kcal,1 캔,15,3,-,1,35,--
1647,미나리삼겹살비빔밥,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,984.23,1 cup (61g),270,40,10,5,"1,050",--
1648,군만두,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1259.33kcal,1 piece,65,10,-,7,580,--
1649,후룻컵,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,84kcal,190 ml,110,13,5,4,260,--
1650,돼지고기궁중떡볶음,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,380.94,150 g,202,38,3,6,232,--
1651,버팔로윙,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,493.25,11 개,700,10,12,61,--,--
1652,브로콜리마늘볶음,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86.95,130 g,123,13,4,10,299,--
1653,스모크닭다리,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,472.09,2 ea,165,2,7,23,600,120
1654,닭순살간장덮밥,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,631.92,1 개,504,74,13,23,--,--
1655,방어순살탕수육,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,387.03,1 컵,0,-,-,-,37,--
1656,간장제육덮밥,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,940.19,131 g,169,20,4,11,"1,118",6
1657,닭고기가지볶음,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,262.57,131 g,110,19,3,1,218,--
1658,돼지고기마늘쫑볶음,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,450.93,150 g,157,7,9,9,293,--
1659,통마늘삼겹살볶음,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1064.23,100 g,280,3,23,16,470,55
1660,명이절임,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.3,60 g,40,-,-,1,--,--
1661,치킨떡볶이,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,429,1 컵 200ml,84,21,-,-,3,--
1662,웨지,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,371.31,1 봉지,74,13,2,1,100,--
1663,꽁치튀김양념소스,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,403.23,100 g,238,45,-,12,--,--
1664,고구마치즈돈까스,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,433.33,30 g,123,24,2,3,--,--
1665,브로콜리치즈스프,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,180,180 g,180,12,14,2,--,40
1666,아이스홍시,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.6,1 ea,35,-,-,-,--,--
1667,상추청경채깻잎,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,45.21,70 g,60,8,1,4,790,--
1668,크림스파게티,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,682.15,2 pack,425,60,15,13,"1,140",20
1669,우엉새송이버섯볶음,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106.76,70 g,201,44,-,5,16,--
1670,홍삼즙,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,80 ml,50,12,-,-,--,--
1671,날치알비빔밥,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,500.41,1 package,310,58,5,8,860,30
1672,쌈무,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.49,10 장,30,-,-,-,--,--
1673,장어구이,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,638.23,1 loaf,258,56,1,10,539,--
1674,호두타르트,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,215,101 g,445,34,31,7,200,140
1675,무청시래기갈비찜,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,387.03,1 인분,317,11,20,20,637,70
1676,옹심이만두국수,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,775.52,300 g,258,48,5,5,555,--
1677,오리고기상추깻잎부추비빔밥,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,657.88,1 개 200g,20,3,-,1,12,--
1678,왕새우튀김,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,647.36,30 g,90,10,-,12,270,20
1679,무청시래기갈비탕,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,446.65,1 인분,466,12,31,33,"1,365",124
1680,곶감 냉동식,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87.932,1 piece (32g),67,23,-,-,1,--
1681,피조개제육볶음,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,560.44,300 g,572,31,33,39,832,128
1682,연어회덮밥,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,688.27,400 g,465,53,10,40,"1,160",92
1683,쫄떡볶이,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,986.16,1 컵 200ml,84,21,-,-,3,--
1684,어니언스프,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,210.01,1 컵,94,16,2,1,446,3
1685,꽁치튀김,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,355.8,1 접시,346,-,25,23,"3,900",75
1686,게맛살토마토샐러드,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,166.14,135 g,384,43,18,12,"1,174",13
1687,갈낙탕,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,416.25,400 g,261,-,12,35,847,209
1688,근대무침,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,26.81,84.4 gr,38,14,14,9,--,--
