,메뉴이름,계란류,우유,메밀,땅콩,대두,밀,고등어,게,새우,돼지고기,복숭아,토마토,아황산류,호두,닭고기,쇠고기,오징어,조개류,잣,열량,탄수화물,지방,단백질,나트륨,콜레스트롤
892,매일두유     ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,216,0.0,15.0,17.0,0.0,0.0
893,낙지덮밥,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,559,0.0,0.0,21.189530685920577,617.5234657039712,0.0
894,열무된장국,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0.0,0.0,0.0,0.0,0.0
895,닭고기카레볶음,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,198,40.17391304347826,1.1478260869565218,6.3130434782608695,596.8695652173913,0.0
896,새우볶음밥,1,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,551,104.33829787234042,9.37872340425532,11.72340425531915,1430.2553191489362,23.4468085106383
897,게맛살계란찜,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,3.7333333333333334,0.0,2.8,0.0,0.0
898,오징어야채무침,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,143,4.5396825396825395,2.2698412698412698,22.6984126984127,397.22222222222223,136.1904761904762
899,느타리버섯국,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,51,6.528,2.448,0.816,0.0,0.0
900,새우살튀김,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,151,13.043189368770765,8.528239202657808,4.514950166112957,278.421926910299,30.099667774086377
901,대왕오징어제육볶음,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,379,66.88235294117646,8.174509803921568,9.66078431372549,557.3529411764706,29.725490196078432
902,오징어브로콜리숙회,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,104,0.0,0.0,11.555555555555555,0.0,0.0
903,근대콩나물조개국,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,45,16.57894736842105,16.57894736842105,10.657894736842104,0.0,0.0
904,참치야채비빔밥,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,431,66.19699499165276,9.353923205342237,18.707846410684475,354.01001669449084,397.9015025041736
905,깻잎무침,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,26,3.466666666666667,0.43333333333333335,1.7333333333333334,342.3333333333333,0.0
906,우렁된장찌개,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,88,13.037037037037036,0.0,6.518518518518518,0.0,0.0
907,찐감자,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,4.687203791469194,0.10900473933649289,0.43601895734597157,54.611374407582936,0.0
908,오징어배추해장국,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,62,0.0,0.7560975609756098,13.609756097560975,213.21951219512195,172.390243902439
909,우럭매운탕,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,104,1.5522388059701493,3.1044776119402986,12.417910447761194,777.6716417910447,93.13432835820896
910,새싹샐러드,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,73,9.733333333333333,0.6083333333333333,6.083333333333333,0.0,0.0
911,연포탕,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,1.8853974121996304,0.8484288354898336,8.861367837338262,220.3086876155268,99.64325323475046
912,굴소스볶음우동,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,242,47.20493827160494,3.585185185185185,5.377777777777778,728.9876543209876,2.9876543209876543
913,돈가스마요덮밥,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,996,142.90434782608696,0.0,21.652173913043477,1346.7652173913043,0.0
914,떡찜,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,276,35.701492537313435,5.492537313432836,17.850746268656717,361.13432835820896,0.0
915,한우갈비찜,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,554,19.22397476340694,34.95268138801262,34.95268138801262,1113.242902208202,122.33438485804416
916,주꾸미콩나물비빔밥,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,493,95.51875,4.621875,13.865625,1371.15625,38.515625
917,마늘종멸치볶음,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,87,0.0,0.0,12.973684210526315,183.1578947368421,0.0
918,마늘종돼지고기볶음,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,448,23.04,25.6,28.16,1345.28,72.96
919,돼지고기강정,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,679,0.0,11.912280701754385,131.03508771929825,0.0,0.0
920,브로콜리계란찜,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,101,0.0,0.0,11.222222222222221,0.0,0.0
921,또띠아,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,65,6.08256880733945,3.81651376146789,1.6697247706422018,124.03669724770643,2.5045871559633026
922,만두강정,1,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,305,61.0,0.0,5.083333333333333,101.66666666666667,0.0
923,깻잎양념무침,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,26,3.466666666666667,0.43333333333333335,1.7333333333333334,342.3333333333333,0.0
924,순두부버섯탕,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,2.875,2.4916666666666667,3.2583333333333333,1.725,0.0
925,방울토마토,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,18,5.684210526315789,0.0,0.9473684210526315,4.7368421052631575,0.0
926,해물야채덮밥,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,511,66.27756160830091,14.5810635538262,27.836575875486382,1194.3216601815823,189.5538261997406
927,북어미역국,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,4.9714285714285715,0.0,1.6571428571428573,480.57142857142856,12.428571428571429
928,새우살계란찜,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,89,4.767857142857143,4.238095238095238,6.357142857142857,52.976190476190474,190.1845238095238
929,무청시래기볶음,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,320,41.73913043478261,9.632107023411372,14.983277591973245,785.551839464883,66.35451505016722
930,불고기덮밥,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,604,65.89090909090909,16.472727272727273,38.43636363636364,417.3090909090909,74.12727272727273
931,배,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,10.677083333333334,0.0,0.0,0.8541666666666666,0.0
932,브로콜리돼지고기볶음,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,447,22.98857142857143,25.542857142857144,28.097142857142856,1342.277142857143,72.79714285714286
933,쇠고기국밥,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,458,88.00784313725491,1.796078431372549,17.96078431372549,1472.7843137254902,5.3882352941176475
934,쇠고기파프리카볶음쇠고기장조림대,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,149,23.177777777777777,0.8277777777777777,12.416666666666666,1465.1666666666667,41.388888888888886
935,생선살야채볼튀김,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,333,13.875,5.55,58.275,638.25,0.0
936,굴맑은짬뽕,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,131,22.154411764705884,1.7338235294117648,6.1647058823529415,512.8264705882353,31.401470588235295
937,콩나물국밥,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,486,55.542857142857144,13.885714285714286,0.0,111.08571428571429,13.885714285714286
938,계란국계란국대,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,59,2.185185185185185,2.185185185185185,4.37037037037037,309.2037037037037,135.4814814814815
939,아귀찜,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,156,10.725,2.4375,20.475,604.5,0.0
940,냉동바지락살무침,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,124,17.36,0.0,14.88,1153.2,49.6
941,대구살튀김케찹소스,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,342,82.08,0.0,0.0,513.0,0.0
942,삶은계란삶은계란대,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
943,돼지고기청경채볶음돼지고기청경채볶음대,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,502,22.631147540983605,32.91803278688525,22.631147540983605,559.6065573770492,67.89344262295081
944,버섯탕수,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,210,,,,inf,
945,콩나물김치덮밥,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,550,121.0,7.333333333333333,14.666666666666666,733.3333333333334,0.0
946,갑오징어숙회,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,142,13.040816326530612,4.346938775510204,11.591836734693878,798.3877551020408,82.59183673469387
947,양배추풋고추쌈,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,103,15.846153846153847,0.0,7.923076923076923,158.46153846153845,0.0
948,홍합탕,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,50,2.0833333333333335,1.25,7.083333333333333,0.0,0.0
949,채소스틱,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,68,0.0,0.0,0.0,0.0,0.0
950,가스오부시어묵탕,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,58,7.320388349514563,1.1262135922330097,4.504854368932039,0.0,0.0
951,함박스테이크,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,5.533333333333333,0.3688888888888889,12.911111111111111,138.70222222222222,23.608888888888888
952,어묵야채볶음,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,65,7.386363636363637,2.215909090909091,3.6931818181818183,388.52272727272725,0.0
953,감자호박국,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,32,0.0,0.0,0.48484848484848486,11.151515151515152,13.333333333333334
954,해물짬뽕찌개,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,92,19.97714285714286,0.5257142857142857,2.1028571428571428,470.51428571428573,0.0
955,단무지,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0.07333333333333333,0.8066666666666666,0.88,7.333333333333333,33.733333333333334
956,하이라이스,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,982,157.12,29.46,19.64,8641.6,0.0
957,오이파프리카무침,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,12,2.5714285714285716,0.0,0.8571428571428571,5.142857142857143,0.0
958,소양념갈비,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,730,19.191102123356927,52.406471183013146,44.28715874620829,1017.1284125379171,137.2901921132457
959,느타리버섯볶음,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,10.665236051502147,2.742489270386266,0.9141630901287554,42.66094420600859,0.0
960,닭고기덮밥,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,663,112.05633802816901,12.450704225352112,23.345070422535212,1111.225352112676,9.338028169014084
961,소시지,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,251,4.2905982905982905,19.307692307692307,16.08974358974359,0.0,0.0
962,돼지고기덮밥,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,807,41.03389830508475,27.35593220338983,68.38983050847457,2598.813559322034,0.0
963,궁중닭찜,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,230,17.875647668393782,8.341968911917098,15.492227979274611,1072.538860103627,0.0
964,매운버섯국,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,45,6.0,0.0,3.0,2091.0,0.0
965,연근닭순살조림,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,187,43.15384615384615,0.0,0.0,479.4871794871795,0.0
966,풋고추쌈장,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,56,8.842105263157896,0.0,2.9473684210526314,0.0,0.0
967,돼지목살폭찹,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,386,0.0,24.830409356725145,31.60233918128655,0.0,0.0
968,멸치매운양념조림,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,72,10.523076923076923,0.8307692307692308,5.815384615384615,387.6923076923077,68.95384615384616
969,쇠고기야채볶음밥,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,523,103.01515151515152,7.924242424242424,9.50909090909091,776.5757575757576,0.0
970,순두부오징어탕,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,119,7.4375,6.445833333333334,8.429166666666667,4.4625,0.0
971,햄감자채볶음,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,73,0.0,0.0,7.448979591836735,55.86734693877551,0.0
972,상추깻잎쌈,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,68,11.333333333333334,0.0,5.666666666666667,28.333333333333332,0.0
973,치즈불닭,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,284,11.005,23.43,7.455,166.85,17.75
974,신라면블랙사발,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,445,62.43875278396437,16.848552338530066,9.910913140311804,1450.957683741648,0.0
975,삼겹살간장덮밥,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,867,128.44444444444446,32.111111111111114,16.055555555555557,3371.6666666666665,0.0
976,가지무침,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0.873015873015873,1.9206349206349207,0.5238095238095238,253.0,0.0
977,돼지고기부추볶음,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,396,17.852459016393443,25.9672131147541,17.852459016393443,441.44262295081967,53.557377049180324
978,매운소갈비찜,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,456,69.01621621621622,7.394594594594595,24.64864864864865,2267.675675675676,98.5945945945946
979,케이크,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,324,36.0,19.2,2.4,72.0,36.0
980,쇠고기콩나물국,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,53,0.0,0.0,0.0,0.0,0.0
981,게맛살샐러드,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,178,19.932291666666668,8.34375,5.5625,544.1979166666666,6.026041666666667
982,크림수프,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,12.0,2.0,1.0,270.0,0.0
983,산채비빔밥,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,491,89.40173410404624,8.514450867052023,12.771676300578035,0.0,0.0
984,순두부백탕,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,4.875,4.225,5.525,2.925,0.0
985,참치마요,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,9.043478260869565,0.0,0.6956521739130435,40.0,0.0
986,조기순살튀김,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,352,84.05970149253731,0.0,0.0,10.507462686567164,0.0
987,소스 깐풍기,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,583,42.75333333333333,32.388888888888886,25.91111111111111,1111.5866666666666,86.80222222222223
988,비엔나소시지감자조림,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,152,1.6,12.8,8.0,368.0,24.0
989,갈치튀김,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,330,0.0,6.6,66.0,3234.0,0.0
990,계란볶음밥,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,526,0.0,0.0,0.0,0.0,0.0
991,오징어덮밥,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,597,82.47216494845361,24.61855670103093,9.847422680412372,0.0,0.0
992,쇠고기새송이버섯볶음,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,160,0.0,0.0,0.0,0.0,0.0
993,두부매운조림,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,122,3.536231884057971,5.304347826086956,10.608695652173912,442.0289855072464,0.0
994,나가사키짬뽕국,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,160,26.94736842105263,4.378947368421053,3.3684210526315788,565.5578947368421,0.0
995,매일두유 검은콩 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,140,11.0,6.0,7.0,200.0,0.0
996,쇠고기배추볶음,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,116,3.663157894736842,6.105263157894737,10.989473684210527,406.61052631578946,90.3578947368421
997,주꾸미비빔밥,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,607,93.228714524207,13.173622704507512,26.347245409015024,498.5709515859766,55.73455759599332
998,전복미역국,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,40,3.764705882352941,1.411764705882353,2.823529411764706,0.0,0.0
999,고추참치,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,4.33125,3.85,6.7375,298.375,7.21875
1000,영양바,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,11.0,2.0,1.0,0.0,0.0
1001,해물강된장,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,182,22.941176470588236,6.117647058823529,9.176470588235293,2572.470588235294,0.0
1002,매콤닭무침,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,177,7.023809523809524,15.452380952380953,4.214285714285714,2035.5,0.0
1003,건강담은 야채가득음료 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,54,13.2,0.0,1.2,18.0,0.0
1004,딸기맛우유,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,116,16.48421052631579,3.0526315789473686,4.273684210526316,76.3157894736842,15.263157894736842
1005,달콤한베지밀비 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,120,11.0,6.0,6.0,160.0,0.0
1006,양파고추쌈장,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,57,12.090909090909092,0.0,0.0,433.54545454545456,0.0
1007,돼지고기부추덮밥,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,807,41.03389830508475,27.35593220338983,68.38983050847457,2598.813559322034,0.0
1008,훈제오리볶음,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,179,6.929032258064516,12.703225806451613,9.238709677419354,230.96774193548387,75.06451612903226
1009,두부엿장조림,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,136,10.577777777777778,3.022222222222222,16.622222222222224,0.0,0.0
1010,쇠고기우거지국,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,50,3.3707865168539324,1.1235955056179776,5.617977528089888,842.6966292134831,22.471910112359552
1011,참깨라면,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,459,0.0,17.035051546391752,8.517525773195876,1580.4742268041236,6.624742268041237
1012,얼큰북어채국,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,11.485714285714286,0.0,3.8285714285714287,1110.2857142857142,28.714285714285715
1013,만두국,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,441,30.595693779904305,22.1555023923445,25.320574162679424,2479.306220095694,177.244019138756
1014,깻잎볶음,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,243,11.79611650485437,16.514563106796118,7.077669902912621,1229.1553398058252,0.0
1015,오리고기버섯볶음,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,152,33.27363184079602,0.0,3.781094527363184,12.099502487562189,0.0
1016,우유살균형,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,154,11.846153846153847,7.107692307692307,7.107692307692307,118.46153846153847,35.53846153846154
1017,쌀국수비빔면,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,325,42.25,16.25,3.25,341.25,0.0
1018,브로콜리어묵카레볶음,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,126,14.318181818181818,4.295454545454546,7.159090909090909,753.1363636363636,0.0
1019,불고기낙지볶음,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,315,68.55882352941177,0.9264705882352942,7.411764705882353,481.7647058823529,4.632352941176471
1020,미나리나물,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,22,1.5172413793103448,0.7586206896551724,0.7586206896551724,113.79310344827586,0.0
1021,고추참치통조림찌개,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,179,0.0,14.32,10.74,0.0,0.0
1022,에그햄치즈버거,1,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1340,89.33333333333333,67.0,67.0,1027.3333333333333,156.33333333333334
1023,요구르트떠먹는형,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96,9.688073394495413,4.4036697247706424,5.284403669724771,63.41284403669725,14.091743119266056
1024,쇠고기,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,182,36.705882352941174,1.5294117647058822,6.117647058823529,9.176470588235293,0.0
1025,음료수과일맛,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86,21.5,0.0,0.0,25.8,0.0
1026,부추된장샐러드,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,47,5.64,2.82,0.94,0.0,0.0
1027,숙성김치,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1.5416058394160583,0.5080291970802919,0.29781021897810217,16.677372262773723,0.29781021897810217
1028,꿔바로우,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,467,40.1328125,20.674479166666668,26.755208333333332,1067.7760416666667,63.239583333333336
1029,현동낙지볶음,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,255,11.54320987654321,15.74074074074074,15.74074074074074,2058.8888888888887,26.234567901234566
1030,풋마늘양념무침,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,70,14.583333333333334,0.0,2.9166666666666665,1370.8333333333333,0.0
1031,달래된장국,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,57,5.225,0.475,3.325,557.175,0.0
1032,오리깻잎불고기,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,364,13.0,18.2,28.6,442.0,117.0
1033,견과 혼합식,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,136,9.714285714285714,7.771428571428571,3.8857142857142857,0.0,0.0
1034,패주미역국,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,27,1.6615384615384616,1.6615384615384616,2.076923076923077,132.92307692307693,7.061538461538461
1035,양파볶음,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,43,5.016666666666667,0.7166666666666667,4.3,279.5,7.166666666666667
1036,키조개,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0.0,0.0,6.044444444444444,157.15555555555557,0.0
1037,사과샐러드,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,206,16.57471264367816,11.839080459770114,8.68199233716475,303.86973180076626,10.260536398467433
1038,오이풋고추쌈장,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,42,8.75,3.5,1.75,7.0,0.0
1039,명태순살강정,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,427,36.42058823529412,20.094117647058823,26.373529411764707,213.5,100.47058823529412
1040,콩나물돼지불고기,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,366,12.119205298013245,24.23841059602649,24.23841059602649,339.3377483443709,72.71523178807946
1041,토마토계란볶음,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,95,19.535211267605632,0.5352112676056338,2.676056338028169,310.4225352112676,0.0
1042,고등어튀김양념장소스,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,397,29.775,19.85,19.85,0.0,0.0
1043,두유 고칼슘,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140,11.846153846153847,6.461538461538462,7.538461538461538,172.30769230769232,0.0
1044,쌀국수사골맛,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,335,71.0,2.0,7.0,1320.0,0.0
1045,진라면매운맛용기라면,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,500,80.0,15.0,11.0,0.0,0.0
1046,꽁치김치조림,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,104,5.76,6.72,5.12,496.0,27.2
1047,골뱅이굴소스볶음,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,149,27.605700712589073,1.7695961995249405,5.66270783847981,438.85985748218525,1.7695961995249405
1048,용기면쌀국수김치맛,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,466,66.0,18.0,7.0,1229.0,0.0
1049,김치왕뚜껑용기라면,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,432,57.27272727272727,18.818181818181817,7.363636363636363,1764.0,0.0
1050,쭈꾸미덮밥,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,800,175.68627450980392,3.1372549019607843,17.254901960784313,658.8235294117648,0.0
1051,굴패주해산물야채볶음,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,156,7.8655462184873945,7.8655462184873945,13.109243697478991,382.78991596638656,0.0
1052,야채스틱앤저염쌈장,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,69,12.404494382022472,0.7752808988764045,3.101123595505618,988.4831460674158,0.0
1053,쇠고기당면국,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,47,1.2533333333333334,2.506666666666667,3.76,520.1333333333333,12.533333333333333
1054,게맛살마요무침,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,2.6222222222222222,0.0,1.9666666666666666,0.0,0.0
1055,청양마요치킨,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,456,107.29411764705883,0.0,0.0,0.0,0.0
1056,사이다,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98,24.5,0.0,0.0,6.125,0.0
1057,마요오징어실채무침,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,90,2.857142857142857,1.4285714285714286,14.285714285714286,250.0,85.71428571428571
