,메뉴이름,계란류,우유,메밀,땅콩,대두,밀,고등어,게,새우,돼지고기,복숭아,토마토,아황산류,호두,닭고기,쇠고기,오징어,조개류,잣,열량,탄수화물,지방,단백질,나트륨,콜레스트롤,맛
161,닭고기부추밥,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,624.0,77.7629179331307,20.86322188449848,22.75987841945289,1134.2006079027356,199.1489361702128,6
162,생선묵국,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,83.0,6.455555555555556,5.9944444444444445,0.6916666666666667,55.333333333333336,0.0,5
163,중화식계란탕,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,97.0,2.771428571428572,6.651428571428571,6.651428571428571,534.3314285714285,68.73142857142857,3
164,떡볶이,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,313.0,78.25,0.0,0.0,11.178571428571429,0.0,7
165,삼치간장조림,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,82.0,6.377777777777778,1.8222222222222224,10.022222222222222,0.0,0.0,8
166,고구마튀김,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,411.0,65.26609442060087,12.34763948497854,7.055793991416309,532.7124463519314,0.0,10
167,아이스크림 팩형,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,234.0,29.855172413793102,11.296551724137933,4.0344827586206895,69.39310344827587,14.524137931034485,4
168,새우버거,1,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,932.0,147.56666666666666,15.533333333333331,38.833333333333336,621.3333333333334,77.66666666666667,9
169,검은콩밥,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,371.0,32.13385826771653,14.606299212598426,35.05511811023622,0.0,0.0,7
170,닭고기미역국,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,58.0,10.756363636363636,0.8436363636363636,1.6872727272727273,288.94545454545454,2.109090909090909,8
171,김치국,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.0,1.0384615384615383,1.0384615384615383,1.0384615384615383,99.6923076923077,3.1153846153846154,10
172,햄야채볶음,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,179.0,0.0,0.0,0.0,0.0,0.0,8
173,콘푸로스트,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,116.0,26.0,0.0,1.0,160.0,0.0,8
174,오징어튀김,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,426.0,50.00869565217391,22.22608695652174,5.556521739130435,0.0,18.52173913043478,10
175,닭순살야채조림,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,226.0,30.94047619047619,0.0,21.52380952380953,343.0357142857143,0.0,5
176,부대찌개,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,238.0,40.43689320388349,2.3106796116504853,9.24271844660194,0.0,0.0,11
177,낙지불고기,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,103.0,4.019512195121951,3.0146341463414634,13.06341463414634,236.64878048780488,40.19512195121951,9
178,애호박나물,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,88.0,0.0,0.0,0.0,0.0,0.0,9
179,칠리새우볶음,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,145.0,14.166666666666666,5.0,8.333333333333334,131.66666666666666,0.0,7
180,야채튀김,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,332.0,79.28358208955224,0.0,0.0,9.91044776119403,0.0,10
181,감자맛탕,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,303.0,38.83212996389892,11.485559566787003,13.673285198555956,429.341155234657,35.55054151624549,8
182,상추겉절이,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,32.0,5.333333333333333,0.0,1.7777777777777777,188.44444444444449,0.0,9
183,쫄면,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,806.0,164.2559241706161,3.8199052132701423,15.27962085308057,1913.7725118483413,0.0,11
184,닭곰탕,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,97.0,1.8653846153846156,1.8653846153846156,16.78846153846154,1119.2307692307693,55.96153846153846,10
185,콩나물국,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36.0,0.0,0.0,0.0,0.0,0.0,9
186,만두튀김,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,567.0,98.34475374732334,8.498929336188437,20.640256959314776,0.0,0.0,8
187,열무비빔밥,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,538.0,84.10421836228288,17.35483870967742,8.009925558312656,1252.2183622828784,0.0,8
188,닭볶음탕,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,179.0,37.86538461538461,0.0,3.4423076923076925,10.326923076923077,0.0,10
189,햄감자볶음,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,147.0,4.741935483870968,11.85483870967742,3.556451612903226,21.33870967741936,0.0,7
190,토마토스크램블에그,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,115.0,11.986970684039088,3.745928338762215,7.866449511400652,213.14332247557005,0.0,8
191,고구마샐러드,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,201.0,34.10909090909091,3.654545454545455,1.2181818181818185,207.0909090909091,12.181818181818182,11
192,과일푸딩,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,126.0,31.282758620689656,0.0,0.0,0.0,0.0,9
193,햄치즈버거,1,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,645.0,43.0,32.25,32.25,494.5,75.25,6
194,로제떡볶이,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,321.0,46.20454545454545,9.321969696969695,12.56439393939394,976.375,16.21212121212121,9
195,마늘삼겹살구이,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,534.0,0.0,44.61618798955614,27.885117493472585,1555.9895561357705,0.0,7
196,탄산음료,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,118.0,28.963636363636365,0.0,0.0,5.363636363636363,0.0,7
197,버섯덮밥,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,484.0,88.0,8.0,12.0,981.6,0.0,9
198,제육덮밥,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,711.0,84.14201183431953,16.828402366863905,46.27810650887574,4703.538461538462,25.242603550295858,10
199,감자짜글이,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,151.0,25.166666666666668,0.0,0.0,25.166666666666668,0.0,8
200,비빔당면,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,101.0,20.794117647058822,0.0,2.9705882352941178,86.1470588235294,0.0,10
201,닭고기김치찜,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,207.0,14.113636363636363,8.468181818181819,18.818181818181817,0.0,0.0,5
202,북어채콩나물국,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48.0,0.0,0.0,0.0,0.0,0.0,5
203,부추겉절이,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.0,0.0,0.0,0.0,0.0,0.0,9
204,복숭아 주스,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81.0,19.7027027027027,0.0,0.0,10.945945945945946,0.0,9
205,치킨텐더,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,598.0,47.84,11.96,71.76,1794.0,0.0,10
206,오이소박이,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.0,3.703703703703704,0.0,0.7407407407407407,435.55555555555554,0.0,10
207,고추참치덮밥,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,578.0,112.88,8.16,13.6,979.2,13.6,6
208,양파닭,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,517.0,114.88888888888889,0.0,14.36111111111111,28.72222222222222,0.0,7
209,피크닉청포도 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48.0,12.0,0.0,0.0,2.0,0.0,7
210,오삼불고기,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,501.0,63.06293706293706,24.524475524475523,21.02097902097902,3258.2517482517483,0.0,10
211,모듬야채,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,51.0,6.027272727272727,1.8545454545454545,2.7818181818181817,570.2727272727273,6.954545454545454,7
212,비빔냉면,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1004.0,243.07368421052632,0.0,10.56842105263158,792.6315789473684,0.0,10
213,돼지고기수육,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,434.0,3.6016597510373445,35.65643153526971,24.131120331950207,149.8290456431535,47.90207468879668,10
214,감귤 주스,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44.0,10.057142857142855,0.0,0.0,37.71428571428572,0.0,7
215,명태매운탕,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,97.0,16.98219584569733,2.3026706231454006,2.3026706231454006,24.178041543026705,0.5756676557863502,8
216,코다리강정,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,422.0,21.944,21.1,34.604,0.0,0.0,10
217,망고 주스,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,26.0,6.644444444444445,0.0,0.0,5.777777777777778,0.0,7
218,깐풍기,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,513.0,67.4014598540146,18.72262773722628,11.233576642335766,531.7226277372263,48.67883211678832,10
219,고등어순살튀김,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,414.0,0.0,23.96842105263158,47.93684210526316,185.21052631578948,152.52631578947367,7
220,간장 돼지불고기,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,309.0,12.058536585365854,9.04390243902439,39.19024390243902,709.9463414634147,120.58536585365852,10
221,생선묵조림,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,161.0,6.2890625,8.8046875,12.578125,704.375,44.0234375,8
222,주스사과,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,46.0,8.177777777777777,1.022222222222222,0.0,30.666666666666668,0.0,6
223,주꾸미삼겹살볶음,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,388.0,40.45497630331754,9.19431279620853,33.09952606635071,1688.0758293838862,367.77251184834125,8
224,매콤닭순살덮밥,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,569.0,94.5661971830986,11.219718309859156,19.23380281690141,1832.0197183098592,32.056338028169016,5
225,열무된장무침,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,46.0,6.571428571428571,1.3142857142857145,1.9714285714285715,46.0,3.2857142857142856,8
226,오이부추무침,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,37.0,2.3125,2.055555555555556,2.3125,428.5833333333333,8.479166666666666,9
227,거봉포도,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38.0,9.839285714285714,0.0,0.3392857142857143,1.1875,0.0,8
228,꽈리고추건새우볶음,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,80.0,8.380952380952381,3.809523809523809,3.0476190476190474,106.66666666666669,0.0,6
229,수박,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88.0,20.53333333333333,0.0,0.0,2.933333333333333,0.0,8
230,오렌지 주스,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96.0,21.221052631578942,0.0,2.0210526315789474,25.26315789473684,0.0,8
231,오리훈제야채볶음,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,311.0,0.0,0.0,0.0,0.0,0.0,6
232,커피음료,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,8
233,쇠고기야채볶음,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,112.0,3.536842105263158,5.894736842105263,10.610526315789471,392.5894736842105,87.2421052631579,9
234,오징어탕수,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,394.0,74.93251533742331,7.251533742331288,4.8343558282208585,99.1042944785276,0.0,6
235,소시지김치볶음,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,166.0,3.1619047619047618,11.066666666666666,9.485714285714286,565.9809523809524,99.6,7
236,오징어실채무침,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,128.0,4.063492063492063,2.031746031746032,20.31746031746032,355.55555555555554,121.9047619047619,8
237,미역오이냉국,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.0,5.294117647058823,0.0,0.0,564.7058823529412,0.0,10
238,두부강정,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,371.0,74.2,0.0,6.183333333333334,123.66666666666669,0.0,9
239,아이스 망고바,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,126.0,0.0,0.0,0.0,0.0,0.0,5
240,칼집비엔나구이,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,301.0,17.63671875,21.1640625,9.40625,1201.6484375,54.0859375,7
241,꽃게탕,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,79.0,5.974789915966387,1.6596638655462186,9.294117647058824,745.8529411764706,70.36974789915966,9
242,물냉면,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1005.0,211.19565217391303,2.427536231884058,33.98550724637681,7224.347826086957,0.0,10
243,북어채무침,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,50.0,4.545454545454546,1.5909090909090908,4.545454545454546,0.0,0.0,8
244,광어매운탕,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,137.0,2.9427207637231505,5.231503579952268,18.96420047732697,588.217183770883,122.61336515513126,10
245,팝콘치킨강정,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,585.0,94.5,27.0,4.5,630.0,0.0,7
246,찹쌀탕수육,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,269.0,28.96923076923077,8.276923076923078,16.553846153846155,372.46153846153845,41.38461538461539,10
247,콩나물냉국,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.0,0.0,0.0,0.0,0.0,0.0,10
248,떠먹는 토핑형 발효유,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80.0,14.0,1.0,3.0,60.0,10.0,5
249,배 주스,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.0,10.4,0.0,0.0,0.0,0.0,7
250,소불고기,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,155.0,7.898089171974522,8.227176220806793,11.18895966029724,470.92356687898086,11.847133757961783,9
251,주스프레주한라봉 제주감귤,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70.0,18.0,0.0,0.0,0.0,0.0,5
252,골뱅이무침,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,88.0,10.611764705882353,1.5529411764705885,7.764705882352941,369.8588235294118,50.98823529411764,10
253,팥빙수,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,180.0,20.479041916167663,5.389221556886228,12.395209580838324,317.96407185628743,24.251497005988025,10
254,총각김치,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.0,0.0,0.0,0.0,0.0,0.0,11
255,데리야끼치킨,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,440.0,45.01650165016502,15.973597359735974,29.042904290429043,1350.4950495049504,0.0,11
256,계란후라이,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92.0,23.0,0.0,1.15,14.375,0.0,9
257,주스프레주망고,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70.0,16.0,0.0,0.0,0.0,0.0,4
258,두부케첩조림,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,99.0,2.869565217391304,4.304347826086956,8.608695652173912,358.69565217391306,0.0,7
259,갑오징어야채무침,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,106.0,3.365079365079365,1.6825396825396826,16.825396825396826,294.44444444444446,100.95238095238096,5
260,햄게맛살볶음,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,151.0,6.711111111111111,0.0,5.033333333333333,0.0,0.0,4
261,미트볼케찹조림,1,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,439.0,29.60697674418605,27.56511627906977,18.376744186046512,1613.0697674418604,66.36046511627907,5
262,식혜,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82.0,18.338658146964857,0.0,1.3099041533546325,1.047923322683706,0.0,11
263,잡채밥,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,671.0,113.66121842496284,16.949479940564636,15.952451708766716,1359.9465081723629,0.0,9
264,마파가지덮밥,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,539.0,80.47042253521127,10.628169014084508,30.366197183098592,986.9014084507044,182.19718309859155,7
265,갈치순살튀김,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,352.0,84.05970149253731,0.0,0.0,10.507462686567164,0.0,6
266,콩나물된장덮밥,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,485.0,106.7,6.466666666666667,12.933333333333334,646.6666666666666,0.0,5
267,자장밥,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,784.0,126.96356275303644,23.276653171390013,15.870445344129555,1650.5263157894738,27.50877192982456,8
268,해물찜,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,96.0,18.80254777070064,0.6114649681528662,3.3630573248407645,360.0,3.974522292993631,10
269,매일두유 초콜릿 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,135.0,20.0,4.0,4.0,0.0,0.0,8
270,팔보채덮밥,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,489.0,76.59036144578313,14.13975903614458,14.13975903614458,978.0,53.024096385542165,6
271,옥수수신선형,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,158.0,35.55,0.0,3.95,79.0,0.0,1
272,전복물회,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,100.0,20.895522388059703,9.552238805970148,14.328358208955224,597.0149253731344,29.55223880597015,7
273,치킨너겟,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,588.0,45.23076923076923,27.138461538461534,36.18461538461538,1266.4615384615386,90.46153846153848,8
274,매운소시지떡볶음,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,280.0,21.0,17.5,8.166666666666666,421.1666666666667,35.0,4
275,아이스크림 콘완제품,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,270.0,34.0,13.0,4.0,55.0,15.0,0
276,사과 주스,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.0,9.71111111111111,0.0,1.022222222222222,15.333333333333334,0.0,10
277,시금치된장무침,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,70.0,2.5789473684210527,5.894736842105263,2.5789473684210527,46.05263157894737,0.0,8
278,포도 주스,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,85.0,18.96153846153846,0.6538461538461539,0.6538461538461539,13.076923076923077,0.0,10
279,돈쭈꾸미볶음,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,325.0,67.16666666666667,0.0,13.0,54.16666666666666,0.0,7
280,바나나,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72.0,17.82857142857143,0.0,0.6857142857142857,0.6857142857142857,0.0,8
281,아이스크림 샌드위치,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,252.0,32.15172413793103,12.16551724137931,4.344827586206897,74.73103448275862,15.641379310344828,7
282,콩나물비빔밥,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,529.0,117.08533333333334,2.821333333333333,8.464,663.0133333333333,0.0,9
283,고등어튀김고추장소스,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,167.0,35.42424242424242,0.0,0.0,1270.2121212121212,0.0,6
284,장어강정,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,394.0,78.8,0.0,6.566666666666666,131.33333333333334,0.0,7
285,대구매운탕,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,70.0,2.333333333333333,1.1666666666666667,10.5,385.0,100.33333333333331,7
286,토마토그린샐러드,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,30.0,0.0,0.0,0.0,0.0,0.0,8
287,버섯들깨탕,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,58.0,8.016260162601625,2.3577235772357725,1.4146341463414631,14.617886178861788,0.0,8
288,바지락비빔밥,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,405.0,62.20367278797997,8.789649415692821,17.579298831385643,332.6544240400668,37.186978297161936,10
289,아귀탕,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,67.0,4.60625,1.046875,8.79375,259.625,0.0,11
290,파김치,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.0,4.5,0.0,0.0,0.0,0.0,11
291,주스카프리썬 사과,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60.0,14.0,0.0,0.0,0.0,0.0,6
292,토마토신선형,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,17.0,1.9684210526315788,0.8947368421052632,0.3578947368421052,8.052631578947368,2.6842105263157894,2
293,해물덮밥,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,504.0,65.36964980544747,14.381322957198444,27.455252918287936,1177.9610894941634,186.95719844357976,9
294,주스프레주파인애플,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.0,7.0,0.0,0.0,1.0,0.0,4
295,시금치고추장무침,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,54.0,1.9894736842105265,4.547368421052632,1.9894736842105265,35.526315789473685,0.0,8
296,김장김치,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,26.0,3.34014598540146,1.1007299270072992,0.6452554744525547,36.13430656934307,0.6452554744525547,11
297,감귤,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.0,9.0,0.0,0.0,0.0,0.0,8
298,즉석쌀국수,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,325.0,72.33542319749216,0.0,8.150470219435737,1557.7586206896551,0.0,8
299,무나물,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55.0,3.333333333333333,3.333333333333333,0.0,466.6666666666667,0.0,9
300,무밥,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,399.0,0.0,0.0,0.0,0.0,0.0,9
301,대구탕,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96.0,2.909090909090909,1.1636363636363636,18.036363636363635,0.0,0.0,9
302,생우동,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,391.0,50.048,18.768,4.692,125.12,46.92,7
303,딸기,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.0,4.586666666666667,0.96,1.28,0.0,0.0,8
304,순두부찌개,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,128.0,8.741463414634147,6.243902439024391,9.365853658536585,0.0,0.0,9
305,비빔만두,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,623.0,103.44150943396228,18.80754716981132,10.579245283018867,1422.3207547169811,0.0,10
306,브로콜리초고추장,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,80.0,15.081967213114757,1.3114754098360657,0.9836065573770492,547.5409836065573,0.0,6
307,갑오징어불고기덮밥,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,576.0,130.4470588235294,15.24705882352941,20.32941176470588,0.0,0.0,7
308,배추된장국,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,58.0,0.0,0.0,0.0,0.0,0.0,8
309,호박새우볶음,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,103.0,10.790476190476191,4.904761904761905,3.923809523809524,137.33333333333334,0.0,8
310,시금치된장국,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,44.0,0.0,0.0,2.1333333333333333,302.6666666666667,5.333333333333333,9
311,코다리조림,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,89.0,11.17674418604651,4.1395348837209305,2.069767441860465,49.674418604651166,47.604651162790695,9
312,워터젤리,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,176.0,35.2,0.0,0.0,0.0,0.0,7
313,에너지바,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,188.0,22.410596026490065,6.225165562913907,10.375275938189846,416.2560706401766,0.0,7
314,꼬꼬떡국,1,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,478.0,110.5375,2.9875,8.9625,3955.45,0.0,6
315,배추된장무침,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,75.0,11.538461538461538,0.0,0.0,375.0,0.0,7
316,우거지갈비탕,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,525.0,42.0,24.5,31.5,542.5,0.0,9
317,명태살튀김깐풍소스,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,371.0,63.6,5.3,21.2,901.0,79.5,5
318,초콜릿,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,286.0,33.36666666666667,14.3,4.766666666666667,47.66666666666666,0.0,7
319,짜먹는요구르트,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38.0,5.32,0.76,1.52,19.0,3.8,6
320,스파게티,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,782.0,126.5258426966292,17.573033707865168,28.11685393258427,0.0,0.0,12
321,쇠고기덮밥,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,604.0,12.08,6.04,126.84,0.0,0.0,7
322,닭순살코기튀김,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,540.0,77.94642857142857,16.875,18.482142857142858,775.4464285714286,0.0,5
323,순두부양념장,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,69.0,9.936,2.208,1.656,938.4,2.208,9
